"featureidx"	"MSMS"	"fold"	"log2fold"	"tstat"	"pvalue"	"qvalue"	"pdown"	"mzmed"	"mzmin"	"mzmax"	"rtmed"	"rtmin"	"rtmax"	"maxint"	"dataset1_mean"	"dataset1_sd"	"dataset2_mean"	"dataset2_sd"	"isotopes"	"adducts"	"peakgroup"	"METLIN"	"name"	"METLIN_MSMS"
11	""	1.11125293881853	0.152187234410102	1.35155061803122	0.192281054464494	1	"UP"	762.602294718957	762.599959602299	762.603891730552	6.12944984666667	6.09086646	6.15018348666667	1579.1416015625	5929.94997312142	1633.01583354138	6589.67433467801	817.906182324302	"[13][M]+"	""	15	"2::PE(17:0/20:0)::M+H::40466::NA::|2::PE(18:0/19:0)[U]::M+H::40467::NA::|2::PE(20:0/17:0)[U]::M+H::40577::NA::|2::PE(19:0/18:0)[U]::M+H::40578::NA::|2::PE(21:0/16:0)[U]::M+H::40582::NA::|2::PE(16:0/21:0)[U]::M+H::40668::NA::|2::PE(14:0/23:0)[U]::M+H::40700::NA::|2::PE-NMe(18:0/18:0)[U]::M+H::40732::NA::|2::PE-NMe(18:0/18:0)::M+H::40740::NA::|2::PC(10:0/24:0)::M+H::39142::NA::|2::PC(11:0/23:0)::M+H::39162::NA::|2::PC(12:0/22:0)::M+H::39188::NA::|2::PC(13:0/21:0)::M+H::39208::NA::|2::PC(15:0/19:0)::M+H::39287::NA::|2::PC(16:0/18:0)[U]::M+H::39316::NA::|2::PC(17:0/17:0)::M+H::39448::NA::|2::PC(17:0/17:0)[U]::M+H::39449::NA::|2::PC(18:0/16:0)[U]::M+H::39484::NA::|2::PC(19:0/15:0)::M+H::39713::NA::|2::PC(21:0/13:0)::M+H::39805::NA::|2::PC(22:0/12:0)::M+H::39823::NA::|2::PC(22:0/12:0)[U]::M+H::39824::NA::|2::PC(23:0/11:0)[U]::M+H::39864::NA::|2::PC(14:0/20:0)[U]::M+H::40023::NA::|2::PC(14:0/20:0)::M+H::59328::NA::|2::PC(16:0/18:0)::M+H::59419::NA::|2::PC(18:0/16:0)::M+H::59482::NA::|2::PC(20:0/14:0)::M+H::59708::NA::|2::PE(15:0/22:0)::M+H::60350::NA::|2::PE(22:0/15:0)::M+H::60878::NA::"	"M763T6"	"y"
12	""	1.12762550645087	-0.173288016591388	-1.30378487817725	0.203984386468029	1	"DOWN"	132.102282558441	132.101709256626	132.102919931474	0.970141654666667	0.89186669	0.977066671666667	2302.97265625	2838.91385965529	601.47607645044	2517.60344495096	698.937740574673	""	""	26	"0::D-LEUCINE::M+H::989742::NA::|0::D-ISOLEUCINE::M+H::989780::NA::|3::L-Isoleucine::M+H::    23::NA::|3::L-Leucine::M+H::    24::NA::|3::aminocaproic acid::M+H::  3926::NA::|3::L-Norleucine::M+H::  6334::NA::|3::2S-Amino-3S-methylpentanoic acid::M+H:: 45881::NA::|3::2-Amino-4-methylpentanoic acid::M+H:: 45882::NA::|3::L-Alloisoleucine::M+H:: 58006::NA::|3::DL-&beta;-Leucine::M+H:: 64934::NA::|3::beta-Alaninebetaine::M+H:: 66871::NA::|3::Isoleucine::M+H:: 71198::NA::|3::N,N-Diethylglycine::M+H:: 71280::NA::|3::1-nitrohexane::M+H:: 85268::NA::|3::3-Aminocaproic acid::M+H:: 86059::NA::|3::6-Deoxyfagomine::M+H:: 91525::NA::|3::L-Alanine, N-propyl-::M+H::  2074::NA::|3::Isohydrosorbic acid::M+NH4:: 34699::NA::|3::Hydrosorbic acid::M+NH4:: 34700::NA::|3::&gamma;-hexenoic acid::M+NH4:: 34701::NA::|3::&delta;-hexenoic acid::M+NH4:: 34702::NA::|3::Adipaldehyde::M+NH4:: 36530::NA::|3::4-hydroxy Hexenal::M+NH4:: 36538::NA::|3::&epsilon;-Captrolactone::M+NH4:: 44809::NA::|3::cis-hex-3-enoic acid::M+NH4:: 45785::NA::|3::2Z-Hexenoic acid::M+NH4:: 45795::NA::|3::&gamma;-Caprolactone::M+NH4:: 58178::NA::|3::2-Hydroxycyclohexan-1-one::M+NH4:: 65563::NA::|3::3-Hydroxycyclohexanone::M+NH4:: 65937::NA::|3::4-hydroxyhexenal::M+NH4:: 75299::NA::"	"M132T1"	"y"
13	""	1.21064661401799	0.275777805902943	1.31042839911678	0.2076290751681	1	"UP"	813.625193446988	813.62388824066	813.62639549507	5.85484985	5.84728341333333	5.86793332	2392.5078125	2970.13746456985	648.22993018565	3595.78686464946	1664.65241141823	"[24][M+1]+"	""	18	""	"M814T6"	"n"
14	""	1.16694274284086	0.222733775573067	1.27093522822253	0.215413358000392	1	"UP"	808.57828511789	808.575965842012	808.58425906644	5.31628343	5.24301661333333	5.32744980666667	1624.486328125	2281.53778728349	865.454677682284	2662.42396338766	713.009739881914	"[20][M+2]+"	""	10	""	"M809T5_1"	"n"
15	""	1.09306173556145	0.128374885980642	1.20589388558287	0.240208118114996	1	"UP"	525.376511149894	525.372199020983	525.380023255811	4.81916681333333	4.81723326666667	4.82281666	3169.017578125	3452.86226382544	825.984860780018	3774.19161875167	558.394626106654	"[5][M+1]+"	""	6	""	"M525T5"	"n"
16	""	1.06739954597058	0.0941003027737592	1.19557783406754	0.242717793193402	1	"UP"	761.591264925123	761.586120572637	761.593731222281	5.70878312	5.69503352666667	5.72464994333333	4661.68359375	8689.00634318386	1244.18231037316	9274.64142564992	1345.78525190109	"[12][M+1]+"	""	4	""	"M762T6"	"n"
17	""	1.03865714560086	-0.0547195079762024	-1.19395859844355	0.246244932743904	1	"DOWN"	207.092518779491	207.091900535559	207.093045508044	2.35806667	2.35428330666667	2.36516661666667	969.46337890625	2082.56768724863	212.350986600198	2005.05787310968	117.934458845827	""	""	20	""	"M207T2"	"n"
18	""	1.06413687502864	-0.0896837299976948	-1.18306450807133	0.247493877171613	1	"DOWN"	137.066183664835	137.065332869597	137.06723182417	0.560541670833333	0.558633349666667	0.562400018666667	5860.77734375	5506.08493991323	750.103609206021	5174.2262382976	734.117521600954	""	""	14	""	"M137T1"	"n"
19	""	1.1835586304885	0.24313117529085	1.14408754175	0.263047326418068	1	"UP"	789.623474333491	789.620794643195	789.627148071394	6.13676661666667	6.10841661666667	6.15723324	2771.921875	5269.47605111328	2301.77529235915	6236.73385844759	2169.93148185242	"[19][M+1]+"	""	15	""	"M790T6"	"n"
20	""	1.04050267631933	-0.0572806758927216	-1.0933341288739	0.284693657673096	1	"DOWN"	120.081176215663	120.077715663503	120.081478288166	1.47622499333333	1.47245002333333	1.47996669666667	1235.2890625	2890.1001350971	298.930621260499	2777.59990519248	242.627436637081	""	""	38	""	"M120T1"	"n"
21	""	1.11386227016009	-0.155570853466681	-1.09991821860988	0.284983335966558	1	"DOWN"	992.683964212	992.680187817688	992.689500813138	4.69951647666667	4.69588322	4.69966680333333	8642.078125	4803.25102139069	814.821629296038	4270.03244291207	1620.56519771748	"[27][M+1]+"	""	1	""	"M993T5"	"n"
22	""	1.05004080931992	-0.0704453986146147	-1.08387114306784	0.290083544804278	1	"DOWN"	497.344978996704	497.342084689512	497.347879200697	4.69958348333333	4.69504989	4.70339993	4512.4609375	4968.76666906872	441.184266865884	4731.97481942328	688.154102083548	"[2][M+1]+"	""	1	""	"M497T5"	"n"
23	""	1.01520596774213	0.0217724549916803	1.07237109314372	0.293432435038953	1	"UP"	90.9769742356967	90.9767076541802	90.9770457418885	0.446833342	0.446166675333333	0.446900004	636.2548828125	1123.56886699388	41.0523999281144	1140.65381894144	43.223540397797	""	""	41	""	"M91T0"	"n"
24	""	1.03944249576978	0.0558099473617224	1.06465778484759	0.296822147282606	1	"UP"	570.459883108265	570.458628864242	570.461574436884	4.806658485	4.80294984333333	4.81188354333333	764.431640625	1006.84394654666	97.7712154513989	1046.55638464915	99.5968814359899	""	""	30	""	"M570T5"	"n"
25	""	1.16516385061773	0.220532847456376	1.06092558474595	0.298653359254639	1	"UP"	993.689847360158	993.685173035523	993.693763428495	4.69951676666667	4.69646668333333	4.69966680333333	2935.25	921.009678205039	851.410546432597	1241.61117532803	744.020412670636	"[27][M+2]+"	""	1	""	"M994T5"	"n"
26	""	1.12847933425862	-0.17437999882607	-0.975135829490611	0.340915132436666	1	"DOWN"	86.0959787984061	86.0956316780462	86.0965584100509	0.969883340333333	0.890550000333333	0.977166687666667	2780.3046875	3712.92136232678	1415.86419188569	3290.19880968053	791.362534318844	""	""	26	"5::Piperidine::M+H::64457::NA::|7::Isoprene::M+NH4::71229::NA::"	"M86T1"	"y"
27	""	1.12658195899369	0.171952273655536	0.953193444117716	0.349270503916583	1	"UP"	807.576200233084	807.572579284307	807.578411985287	5.30996662666667	5.23496683	5.32348344666667	4588.1484375	7603.14484512423	2674.75263501629	8565.56581413283	2667.97082761391	"[20][M+1]+"	""	10	""	"M808T5"	"n"
28	""	1.16711982426716	0.222952685296948	0.94751442478451	0.352665228134935	1	"UP"	759.574285381323	759.571219985572	759.578961324115	5.46541674166667	5.44198344	5.50773323666667	3968.810546875	7255.35614025069	2921.01162484163	8467.86998340503	3793.91225197762	"[11][M+1]+"	""	9	""	"M760T5"	"n"
29	""	1.05570669675114	-0.0782090715165362	-0.937498192318746	0.357959019706019	1	"DOWN"	663.454134818122	663.452692047029	663.45571225086	5.91085015833333	5.90191662333333	5.92498334666667	1136.5009765625	2875.35236022861	355.264993870776	2723.62803899729	490.383029599051	""	""	42	"0::Aluminium dodecanoate::M+K::89254::NA::|9::3-hexanoyl-NBD Cholesterol::M+H::64806::NA::|9::Rollinecin A::M+K::86979::NA::|9::Annomutacin::M+K::87917::NA::|9::Squamoxinone::M+K::88010::NA::|9::Annoglacin A::M+K::89062::NA::|9::Asitrilobin D::M+K::90685::NA::|9::Asitrilobin C::M+K::90724::NA::"	"M663T6"	"y"
30	""	1.12122145032178	0.165071250247256	0.926017209998908	0.363117711711312	1	"UP"	328.321698860157	328.32016486441	328.324041396598	4.87904165666667	4.87866683333333	4.88838349	4099.9453125	1857.44996085947	596.719572102365	2082.61273901498	686.764237913207	""	""	19	"2::Stearoylethanolamide::M+H::  3720::NA::|2::D-erythro-Sphingosine C-20::M+H:: 45095::NA::|2::N,N-Dimethylsphingosine::M+H:: 34487::NA::|2::8,15-Labdanediol; (2R)-1-(5-Hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyldecahydro-2-naphthalenol::M+NH4::985458::NA::|2::Phytenoic Acid::M+NH4:: 34567::NA::|2::17Z-octadecenoic acid::M+NH4:: 34764::NA::|2::cis-gadoleic acid::M+NH4:: 34766::NA::|2::trans-gondoic acid::M+NH4:: 34767::NA::|2::14(Z)-Eicosenoic Acid::M+NH4:: 34768::NA::|2::13-eicosenoic acid::M+NH4:: 35030::NA::|2::13Z-eicosenoic acid::M+NH4:: 35031::NA::|2::15-eicosenoic acid::M+NH4:: 35032::NA::|2::15Z-eicosenoic acid::M+NH4:: 35033::NA::|2::5E-eicosenoic acid::M+NH4:: 35034::NA::|2::5Z-eicosenoic acid::M+NH4:: 35035::NA::|2::8Z-eicosenoic acid::M+NH4:: 35036::NA::|2::9-Eicosenoic acid::M+NH4:: 35298::NA::|2::Phytenic acid::M+NH4::   201::NA::|2::2E-Eicosenoic acid::M+NH4::  6563::NA::|2::Oleic Acid ethyl ester::M+NH4:: 45007::NA::|2::&Delta;2-cis Eicosenoic Acid::M+NH4:: 45067::NA::|2::cis-gondoic acid::M+NH4::  3554::NA::|2::Prostanoic acid skeleton::M+NH4:: 45948::NA::|2::13E-Octadecenyl acetate::M+NH4:: 46381::NA::|2::2E-Octadecenyl acetate::M+NH4:: 46382::NA::|2::11Z-Octadecenyl acetate::M+NH4:: 46386::NA::|2::13Z-Octadecenyl acetate::M+NH4:: 46387::NA::|2::9Z-Octadecenyl acetate::M+NH4:: 46388::NA::|2::9-Octadecenyl acetate::M+NH4:: 46396::NA::|2::cis-17-octadecenoic acid; C18:1n-1::M+NH4:: 73810::NA::"	"M328T5"	"y"
31	""	1.07437154235645	-0.103492996693925	-0.905280928091642	0.373712410416623	1	"DOWN"	520.341287986764	520.339297988431	520.343170115533	4.64545008666667	4.64303356	4.65245007	13213.5859375	11611.1621341958	2464.08442699024	10807.3991877416	2228.09993885473	"[3][M]+"	""	2	"2::Kolanone::M+NH4:: 68035::NA::|3::1-Linoleoylglycerophosphocholine::M+H::     1::NA::|3::PC(18:2(2E,4E)/0:0)::M+H:: 40300::NA::|3::PC(18:2(9Z,12Z)/0:0)::M+H:: 40301::NA::|3::PC(18:2(9Z,12Z)/0:0)[U]::M+H:: 40302::NA::|3::LysoPC(18:2(9Z,12Z))::M+H:: 61696::NA::|8::Asp Ile Lys Lys::M+NH4::122448::NA::|8::Asp Lys Ile Lys::M+NH4::122828::NA::|8::Asp Lys Lys Ile::M+NH4::122847::NA::|8::Asp Lys Lys Leu::M+NH4::122849::NA::|8::Asp Lys Leu Lys::M+NH4::122868::NA::|8::Asp Leu Lys Lys::M+NH4::123248::NA::|8::Glu Lys Lys Val::M+NH4::130857::NA::|8::Glu Lys Val Lys::M+NH4::131028::NA::|8::Glu Val Lys Lys::M+NH4::134448::NA::|8::Ile Asp Lys Lys::M+NH4::160447::NA::|8::Ile Lys Asp Lys::M+NH4::162727::NA::|8::Ile Lys Lys Asp::M+NH4::162841::NA::|8::Lys Asp Ile Lys::M+NH4::168427::NA::|8::Lys Asp Lys Ile::M+NH4::168446::NA::|8::Lys Asp Lys Leu::M+NH4::168448::NA::|8::Lys Asp Leu Lys::M+NH4::168467::NA::|8::Lys Glu Lys Val::M+NH4::168856::NA::|8::Lys Glu Val Lys::M+NH4::169027::NA::|8::Lys Ile Asp Lys::M+NH4::170327::NA::|8::Lys Ile Lys Asp::M+NH4::170441::NA::|8::Lys Lys Asp Ile::M+NH4::170726::NA::|8::Lys Lys Asp Leu::M+NH4::170728::NA::|8::Lys Lys Glu Val::M+NH4::170756::NA::|8::Lys Lys Ile Asp::M+NH4::170821::NA::"	"M520T5"	"y"
32	""	1.01508527193198	0.0216009256627238	0.899716095238265	0.376529532284632	1	"UP"	158.965025816027	158.964341304986	158.965283701399	0.446291672666667	0.442666678666667	0.447349989333333	1007.15869140625	1724.52932917061	76.7094899249125	1750.54432305581	76.29199198037	""	""	41	""	"M159T0"	"n"
