"featureidx"	"MSMS"	"fold"	"log2fold"	"tstat"	"pvalue"	"qvalue"	"pdown"	"mzmed"	"mzmin"	"mzmax"	"rtmed"	"rtmin"	"rtmax"	"maxint"	"dataset1_mean"	"dataset1_sd"	"dataset2_mean"	"dataset2_sd"	"isotopes"	"adducts"	"peakgroup"	"METLIN"	"name"	"METLIN_MSMS"
11	""	1.04312315602529	0.0609094992746119	1.54072452734807	0.135875227860016	1	"UP"	362.927462693802	362.926192174724	362.928741207159	0.440050000166667	0.383816654	0.521550014333333	447.38623046875	622.606817304083	41.6391891934725	649.455588229095	50.1749732255077	""	""	31	"8::0::M+K::988645::NA::"	"M363T0"	"y"
12	""	1.07450661709257	-0.103674367286164	-1.50066924265258	0.145606999156789	1	"DOWN"	709.516182182492	709.514046878118	709.517950001859	5.91852495666667	5.90331663333333	5.92931661666667	332.104736328125	911.766895639235	116.886201513112	848.544700549466	105.763634321982	"[10][M+1]+"	""	32	""	"M710T6"	"n"
13	""	1.10909781934393	-0.149386612802472	-1.40885883790432	0.170724849658634	1	"DOWN"	784.584247213413	784.58105457764	784.58779788142	6.14416655333333	6.13039994333333	6.17706682333333	206.501098632812	957.510168607482	176.576606622879	863.323461562553	177.17671256572	""	""	15	"1::PC(16:0/20:3(11E,14E,17E))[U]::M+H::39361::NA::|1::PC(16:0/20:3(5E,8E,11E))[U]::M+H::39362::NA::|1::PC(16:0/20:3(5Z,8Z,11Z))[U]::M+H::39364::NA::|1::PC(16:0/20:3(8E,11E,14E))::M+H::39365::NA::|1::PC(16:0/20:3(8E,11E,14E))[S]::M+H::39366::NA::|1::PC(16:0/20:3(8E,11E,14E))[U]::M+H::39367::NA::|1::PC(16:0/20:3(8Z,11Z,14Z))[U]::M+H::39369::NA::|1::PC(18:0/18:3(6Z,9Z,12Z))[U]::M+H::39511::NA::|1::PC(18:0/18:3(9Z,12Z,15Z))[U]::M+H::39512::NA::|1::PC(18:1(9Z)/18:2(6Z,9Z))::M+H::39634::NA::|1::PC(18:1(9Z)/18:2(6Z,9Z))[U]::M+H::39635::NA::|1::PC(18:1(9Z)/18:2(9Z,12Z))[U]::M+H::39637::NA::|1::PC(14:1(9Z)/22:2(13Z,16Z))::M+H::59371::NA::|1::PC(16:0/20:3(5Z,8Z,11Z))::M+H::59429::NA::|1::PC(16:0/20:3(8Z,11Z,14Z))::M+H::59430::NA::|1::PC(16:1(9Z)/20:2(11Z,14Z))::M+H::59460::NA::|1::PC(18:0/18:3(6Z,9Z,12Z))::M+H::59488::NA::|1::PC(18:0/18:3(9Z,12Z,15Z))::M+H::59489::NA::|1::PC(18:1(11Z)/18:2(9Z,12Z))::M+H::59519::NA::|1::PC(18:1(9Z)/18:2(9Z,12Z))::M+H::59551::NA::|1::PC(18:2(9Z,12Z)/18:1(11Z))::M+H::59582::NA::|1::PC(18:2(9Z,12Z)/18:1(9Z))::M+H::59583::NA::|1::PC(18:3(6Z,9Z,12Z)/18:0)::M+H::59614::NA::|1::PC(18:3(9Z,12Z,15Z)/18:0)::M+H::59647::NA::|1::PC(20:2(11Z,14Z)/16:1(9Z))::M+H::59778::NA::|1::PC(20:3(5Z,8Z,11Z)/16:0)::M+H::59810::NA::|1::PC(20:3(8Z,11Z,14Z)/16:0)::M+H::59843::NA::|1::PC(22:2(13Z,16Z)/14:1(9Z))::M+H::60037::NA::|1::PC(17:2(9Z,12Z)/19:1(9Z))::M+H::75848::NA::|1::PC(19:1(9Z)/17:2(9Z,12Z))::M+H::76046::NA::"	"M785T6_2"	"y"
14	""	1.08888277227409	0.122848643712918	1.40067862227038	0.173374419850443	1	"UP"	786.657067470493	786.655024066199	786.658599781436	6.29869982333333	6.27095008666667	6.31684996333333	723.583984375	4163.45692645897	747.565580978799	4533.5165203264	646.815473230895	"[25][M+1]+"	""	26	""	"M787T6_2"	"n"
15	""	1.07896142894673	-0.109643291830657	-1.36886357431003	0.182769061846558	1	"DOWN"	708.512535448937	708.510866710154	708.514481482789	5.91838336	5.90331663333333	5.92931661666667	653.2119140625	2030.82697016761	281.880198294368	1882.20534644143	292.535296864807	"[10][M]+"	""	32	"7::PS(O-16:0/15:0)::M+H::78652::NA::|7::PS(O-18:0/13:0)::M+H::78666::NA::|7::PG(P-16:0/15:1(9Z))::M+NH4::79910::NA::"	"M709T6"	"y"
16	""	1.0678424630851	0.0946988244692852	1.36475014424036	0.184345420616169	1	"UP"	628.500976646589	628.499212034252	628.503950822076	4.85050829833333	4.84441655	4.85768318	391.7587890625	531.566680949622	75.4873827634607	567.629473879215	63.852863891754	""	""	43	"9::Cer(d18:2/20:1)::M+K:: 83726::NA::|9::Cer(d14:2(4E,6E)/24:1(15Z))::M+K::102962::NA::|9::Cer(d16:2(4E,6E)/22:1(13Z))::M+K::102969::NA::"	"M629T5"	"y"
17	""	1.04176680309344	-0.0590323700611644	-1.3510632094934	0.189714470553204	1	"DOWN"	207.092585286311	207.092065115013	207.093022657887	2.36209167333333	2.36170006666667	2.36935001333333	969.46337890625	2107.93093455063	192.188121485087	2023.41918392035	133.575154231422	""	""	18	""	"M207T2"	"n"
18	""	1.15979725221764	0.213872625365458	1.3632199223791	0.189986481763144	1	"UP"	813.625052408411	813.623625204373	813.626112727998	5.854124925	5.84729992666667	5.86221687	2392.5078125	3006.0034326185	519.047676705803	3486.35452130774	1211.95938197482	"[35][M+1]+"	""	17	""	"M814T6_1"	"n"
19	""	1.06656358103768	0.0929699715984215	1.34585416428165	0.19133085373343	1	"UP"	512.417890005483	512.416498581624	512.419111950161	4.76303353333333	4.75751680666667	4.77091689666667	443.701171875	577.395896550042	87.6021793527138	615.829435100876	61.1790689551303	""	""	8	""	"M512T5"	"n"
20	""	1.11209045632874	0.153274140210106	1.34166925004571	0.19219296038255	1	"UP"	143.960398402754	143.960010273567	143.960630259209	6.43009986333333	6.32299995	6.46505024	753.98486328125	9732.7394997885	2432.26443302277	10823.6867116485	1827.71502784736	""	""	40	""	"M144T6"	"n"
21	""	1.04987469089323	-0.0702171434959077	-1.32624537999015	0.196680720699583	1	"DOWN"	120.081272319427	120.077738081081	120.081598836228	1.47676661333333	1.47315004666667	1.47696669	1235.2890625	3029.78426798287	312.517765038985	2885.85323016515	259.269543741091	""	""	30	""	"M120T1"	"n"
22	""	1.0901133376363	-0.124478137887979	-1.33335042806848	0.197976498059042	1	"DOWN"	497.345598761556	497.343181748267	497.347847871606	4.69751671333333	4.69236663	4.70118340666667	4512.4609375	5507.21056045304	577.16615933014	5051.96145237005	1139.71264323139	"[1][M+1]+"	""	1	""	"M497T5"	"n"
23	""	1.09728792284103	0.133942131349767	1.320328140748	0.198497301175978	1	"UP"	585.271416965032	585.27052550868	585.273658319274	4.99969176333333	4.99601651666667	5.00355003333333	528.72021484375	478.213536411009	100.099088104287	524.737938042901	85.8091960798189	""	""	46	"1::Bilirubin::M+H::    81::NA::|1::15,16-Dihydrobiliverdin::M+H:: 63934::NA::|1::(3Z)-Phytochromobilin::M+H:: 63938::NA::|1::4Z,15E-Bilirubin IXa::M+H::  5445::NA::|1::4E,15Z-Bilirubin IXa::M+H::  5475::NA::|3::Pubescenol::M+H:: 53677::NA::|4::Cys Ile Arg Arg::M+K::114574::NA::|4::Cys Leu Arg Arg::M+K::115374::NA::|4::Cys Arg Ile Arg::M+K::117234::NA::|4::Cys Arg Leu Arg::M+K::117274::NA::|4::Cys Arg Arg Ile::M+K::117367::NA::|4::Cys Arg Arg Leu::M+K::117369::NA::|4::Ile Cys Arg Arg::M+K::160173::NA::|4::Ile Arg Cys Arg::M+K::165113::NA::|4::Ile Arg Arg Cys::M+K::165360::NA::|4::Leu Cys Arg Arg::M+K::176173::NA::|4::Leu Arg Cys Arg::M+K::181113::NA::|4::Leu Arg Arg Cys::M+K::181360::NA::|4::Arg Cys Ile Arg::M+K::216033::NA::|4::Arg Cys Leu Arg::M+K::216073::NA::|4::Arg Cys Arg Ile::M+K::216166::NA::|4::Arg Cys Arg Leu::M+K::216168::NA::|4::Arg Ile Cys Arg::M+K::218313::NA::|4::Arg Ile Arg Cys::M+K::218560::NA::|4::Arg Leu Cys Arg::M+K::219113::NA::|4::Arg Leu Arg Cys::M+K::219360::NA::|4::Arg Arg Cys Ile::M+K::221106::NA::|4::Arg Arg Cys Leu::M+K::221108::NA::|4::Arg Arg Ile Cys::M+K::221220::NA::|4::Arg Arg Leu Cys::M+K::221260::NA::"	"M585T5"	"y"
24	""	1.13815171883322	0.186692885780447	1.28872611215138	0.209049397358721	1	"UP"	789.623426630196	789.619061718987	789.626981114149	6.13779999666667	6.12678313333333	6.15913320666667	2771.921875	5378.66788574058	1418.32816168474	6121.74009918866	1625.66911752073	"[28][M+1]+"	""	15	""	"M790T6"	"n"
25	""	1.11013327072944	0.150732881511516	1.24492408894762	0.224269583503118	1	"UP"	757.624759866556	757.622667015364	757.628439061579	5.85421665833333	5.84540017	5.87176665333333	457.132568359375	1268.50711595455	293.604365894088	1408.21195357819	300.169455142473	""	""	17	"2::22:2 Campesteryl ester::M+K::103402::NA::|4::SM(d16:1/22:1)::M+H:: 83759::NA::|4::SM(d18:1/20:1)::M+H:: 83760::NA::|4::SM(d18:2/20:0)::M+H:: 83761::NA::|7::GlcCer(d15:2(4E,6E)/22:0)::M+NH4::103300::NA::|9::TG(12:0/12:0/19:1(9Z))[iso3]::M+Na:: 98503::NA::|9::TG(13:0/13:0/17:1(9Z))[iso3]::M+Na:: 98557::NA::|9::TG(14:0/14:0/15:1(9Z))[iso3]::M+Na:: 98614::NA::|9::TG(12:0/13:0/18:1(9Z))[iso6]::M+Na:: 99042::NA::|9::TG(12:0/14:0/17:1(9Z))[iso6]::M+Na:: 99069::NA::|9::TG(12:0/14:1(9Z)/17:0)[iso6]::M+Na:: 99097::NA::|9::TG(12:0/15:0/16:1(9Z))[iso6]::M+Na:: 99124::NA::|9::TG(12:0/15:1(9Z)/16:0)[iso6]::M+Na:: 99150::NA::|9::TG(13:0/14:0/16:1(9Z))[iso6]::M+Na:: 99531::NA::|9::TG(13:0/14:1(9Z)/16:0)[iso6]::M+Na:: 99559::NA::|9::TG(13:0/15:0/15:1(9Z))[iso6]::M+Na:: 99586::NA::|9::TG(14:0/14:1(9Z)/15:0)[iso6]::M+Na:: 99992::NA::"	"M758T6"	"y"
26	""	1.17872424500881	-0.237226248521585	-1.15725597754952	0.258557251095691	1	"DOWN"	809.651757215391	809.649021208941	809.655692947517	4.89627499	4.88715013666667	4.99609988333333	1026.9228515625	954.427560134648	279.008292631832	809.712334480328	375.606860949398	""	""	7	"1::SM(d18:1/22:0)::M+Na::41589::NA::|1::SM(d16:1/24:0)::M+Na::83773::NA::"	"M810T5_2"	"y"
27	""	1.06111370619539	0.0855792599988222	1.15190698500271	0.259968237964217	1	"UP"	760.587126294919	760.584323626364	760.590911418405	5.71753345333333	5.70111689333333	5.72478349666667	10672.7578125	18239.0505093988	2697.91862736326	19353.7064835131	2414.6213797976	"[18][M]+"	""	4	"3::PC(16:0/18:1(11E))::M+H::39317::NA::|3::PC(16:0/18:1(11Z))[U]::M+H::39319::NA::|3::PC(16:0/18:1(6E))::M+H::39320::NA::|3::PC(16:0/18:1(6Z))::M+H::39321::NA::|3::PC(16:0/18:1(6Z))[U]::M+H::39322::NA::|3::PC(16:0/18:1(9E))::M+H::39323::NA::|3::PC(16:0/18:1(9E))[U]::M+H::39324::NA::|3::PC(16:0/18:1(9Z))[S]::M+H::39325::NA::|3::PC(16:0/18:1(9Z))[U]::M+H::39326::NA::|3::PC(16:1(7Z)/18:0)[U]::M+H::39420::NA::|3::PC(16:1(9Z)/18:0)[U]::M+H::39427::NA::|3::PC(18:1(9E)/16:0)[U]::M+H::39615::NA::|3::PC(18:1(9Z)/16:0)[U]::M+H::39626::NA::|3::PC(14:0/20:1(11Z))::M+H::59329::NA::|3::PC(14:1(9Z)/20:0)::M+H::59361::NA::|3::PC(16:0/18:1(11Z))::M+H::59420::NA::|3::PC(16:0/18:1(9Z))::M+H::59421::NA::|3::PC(16:1(9Z)/18:0)::M+H::59451::NA::|3::PC(18:0/16:1(9Z))::M+H::59483::NA::|3::PC(18:1(11Z)/16:0)::M+H::59514::NA::|3::PC(18:1(9Z)/16:0)::M+H::59547::NA::|3::PC(20:0/14:1(9Z))::M+H::59709::NA::|3::PC(20:1(11Z)/14:0)::M+H::59741::NA::|3::PE(15:0/22:1(13Z))::M+H::60351::NA::|3::PE(22:1(13Z)/15:0)::M+H::60905::NA::|3::PC(12:0/22:1(11Z))::M+H::75615::NA::|3::PC(15:0/19:1(9Z))::M+H::75699::NA::|3::PC(15:1(9Z)/19:0)::M+H::75728::NA::|3::PC(17:0/17:1(9Z))::M+H::75783::NA::|3::PC(17:1(9Z)/17:0)::M+H::75809::NA::"	"M761T6_1"	"y"
28	""	1.08141113367319	0.112915114882295	1.09332623847986	0.28452536479579	1	"UP"	732.610479403693	732.608785971923	732.612481296188	5.82349998333333	5.81473326	5.83470001	460.26025390625	1887.67778559356	341.221290476826	2041.35577412843	400.209707711027	"[12][M+1]+"	""	34	""	"M733T6"	"n"
29	""	1.12189144498213	0.165933086496939	1.09102503603763	0.285513743759339	1	"UP"	769.596002519429	769.593349791561	769.59800789425	5.600024975	5.58906645333333	5.61380014	628.85791015625	1318.64763153432	357.883911936701	1479.37949676429	419.251041807751	"[20][M+1]+"	""	28	""	"M770T6"	"n"
30	""	1.14176045446296	0.19125999972968	1.08570353933023	0.287576849443638	1	"UP"	788.619797265891	788.61726819641	788.621849293658	6.137333215	6.11936688333333	6.15186666333333	5848.75390625	11811.3116922837	4047.96570934805	13485.6886055855	4112.35952441075	"[28][M]+"	""	15	"4::PC(16:0/20:1(11Z))[U]::M+H::39359::NA::|4::PC(18:0/18:1(11E))[U]::M+H::39490::NA::|4::PC(18:0/18:1(12Z))::M+H::39492::NA::|4::PC(18:0/18:1(12Z))[U]::M+H::39493::NA::|4::PC(18:0/18:1(13Z))::M+H::39494::NA::|4::PC(18:0/18:1(16Z))::M+H::39495::NA::|4::PC(18:0/18:1(16Z))[U]::M+H::39496::NA::|4::PC(18:0/18:1(6Z))::M+H::39497::NA::|4::PC(18:0/18:1(6Z))[U]::M+H::39498::NA::|4::PC(18:0/18:1(7Z))::M+H::39499::NA::|4::PC(18:0/18:1(9E))::M+H::39500::NA::|4::PC(18:0/18:1(9E))[U]::M+H::39501::NA::|4::PC(18:0/18:1(9Z))[S]::M+H::39503::NA::|4::PC(18:0/18:1(9Z))[U]::M+H::39504::NA::|4::PC(18:1(9E)/18:0)[U]::M+H::39616::NA::|4::PC(18:1(9Z)/18:0)[U]::M+H::39630::NA::|4::PC(20:1(11Z)/16:0)[U]::M+H::39778::NA::|4::PC(14:0/22:1(13Z))::M+H::59337::NA::|4::PC(14:1(9Z)/22:0)::M+H::59369::NA::|4::PC(16:0/20:1(11Z))::M+H::59427::NA::|4::PC(16:1(9Z)/20:0)::M+H::59458::NA::|4::PC(18:0/18:1(11Z))::M+H::59485::NA::|4::PC(18:0/18:1(9Z))::M+H::59486::NA::|4::PC(18:1(11Z)/18:0)::M+H::59516::NA::|4::PC(18:1(9Z)/18:0)::M+H::59549::NA::|4::PC(20:0/16:1(9Z))::M+H::59712::NA::|4::PC(20:1(11Z)/16:0)::M+H::59744::NA::|4::PC(22:0/14:1(9Z))::M+H::59972::NA::|4::PC(22:1(13Z)/14:0)::M+H::60004::NA::|4::PE(15:0/24:1(15Z))::M+H::60358::NA::"	"M789T6"	"y"
31	""	1.155332795982	0.208308482772067	1.08751527141034	0.287853769775401	1	"UP"	991.679020346425	991.673276315395	991.680903477097	4.69641682666667	4.69236663	4.69661682333333	16130.9296875	7667.03191545069	3508.4811212624	8918.16268757085	2493.99646058876	"[41][M]+"	""	1	"3:: L-Thyroxine glucuronide::M+K::987::NA::"	"M992T5"	"y"
32	""	1.09782082089341	0.134642606344237	1.07899818652242	0.292140337118038	1	"UP"	729.593125043479	729.590570640201	729.596244400316	5.52881685333333	5.50753337333333	5.54120012	305.177001953125	800.077504427695	147.446461166582	878.341742689162	227.851757143068	""	""	13	"2::lanosteryl oleate::M+K:: 57688::NA::|2::20:2 Campesteryl ester::M+K::103395::NA::|4::SM(d18:1/18:1(9Z))::M+H:: 53977::NA::|4::SM(d16:1/20:1)::M+H:: 83749::NA::|4::SM(d18:0/18:2)::M+H:: 83750::NA::|4::SM(d18:2/18:0)::M+H:: 83751::NA::|4::SM(d19:1/17:1)::M+H:: 83752::NA::|4::PE-Cer(d14:2(4E,6E)/25:0)::M+H::103081::NA::|4::PE-Cer(d15:2(4E,6E)/24:0)::M+H::103085::NA::|4::PE-Cer(d16:2(4E,6E)/23:0)::M+H::103097::NA::|4::N-Oleoyl-D-sphingomyelin::M+H::   437::NA::|8::GlcCer(d15:2(4E,6E)/20:0)::M+NH4::103299::NA::"	"M730T6"	"y"
33	""	1.11433189633173	-0.156178993788673	-1.06181013471427	0.298104798414399	1	"DOWN"	137.066078954186	137.065322808706	137.06689509822	0.566283309333333	0.562583336666667	0.584899971	5860.77734375	4960.38351562267	1239.61400754309	4451.44174007022	1296.0557286861	""	""	14	""	"M137T1"	"n"
34	""	1.05632409214496	-0.079052537722602	-1.04494769941252	0.305721466003972	1	"DOWN"	765.383293945664	765.379455280528	765.385912650387	5.9111166	5.89821659666667	5.92193349	184.215454101562	446.432843791832	57.9155813852961	422.628667765507	62.537558924698	""	""	32	"2::Torvoside D::M+K:: 86384::NA::|6::Gln Arg Phe Arg His::M+Na::264986::NA::"	"M765T6_2"	"y"
